"Date","Post Type","Content","Video Thumbnail","Image","Like","Retweet","Reply"
"2024-03-14T12:57:01.000Z","image",". Amazon Web Services X #TRON  🔴🔵Launching a #TRON full node is now as easy as a single click with @awscloud. ☁️

More from @Benzinga ⤵️

https://benzinga.com/content/37640646/tron-integrated-with-amazon-web-services-to-accelerate-blockchain-adoption…","","https://pbs.twimg.com/media/GIkNObuaMAAIgzl?format=jpg&name=medium","325","96","30"
"2024-03-14T12:55:24.000Z","image","I found a GEM today  👀$HTX trading is now live on #KuCoin!

🚀HTX/USDT: http://trade.kucoin.com/HTX-USDT?utm_source=TwitterContent…  

Find out more about HTX DAO in #KuCoinCryptoGem card.

#DAO #CEX #TronEcosystem","","https://pbs.twimg.com/media/GImtvgpa0AA48rQ?format=jpg&name=medium","235","68","33"
"2024-03-14T07:00:17.000Z","text","#SUN 🌞 GM","","","535","83","248"
"2024-03-14T06:58:55.000Z","image","有波场地址来火币即可领空投 🔴🔵🔥 #TRON 主网用户 $HTX 巨额空投 倒数1天

🤑 $TRX 和 $USDT 持有者专属
🤑 只需绑定火币HTX UID
🤑 支持多所地址
🤑 明天正式开放

看公告，领空投：https://htx.com.ve/zh-cn/support/34964554950934…","","https://pbs.twimg.com/media/GImkkrYacAAVdtX?format=jpg&name=medium","187","46","62"
"2024-03-14T05:22:00.000Z","image","55% increase 🔴🔵The number of daily active @trondao addresses has been growing for the past month, increasing by 55% from ~1.3 million to over 2 million!
🔗https://app.intotheblock.com/coin/TRX/deep-dive?group=network&chart=addressStats…","","https://pbs.twimg.com/media/GIjzSM_XoAAhpHd?format=jpg&name=medium","264","51","108"
"2024-03-14T05:11:33.000Z","image","大的来了！火币HTX交易挖矿重磅上线！全网交易比特币的最佳去处，深度交易量良好，赢取HTX，全部交易手续费销毁！🚀#交易挖矿 正式上线倒计时2天❤️‍🔥❤️‍🔥
挖矿公测火热进行中😎😎

📮火热挖矿传送门：https://htx.com.ve/zh-cn/mars/mining/detail?actid=171012472736698&source=mars…","","https://pbs.twimg.com/media/GIiHQEUaMAA6WA7?format=jpg&name=medium","214","44","125"
"2024-03-14T04:42:13.000Z","text",". Amazon Web Services X #TRON  🔴🔵 ","","","211","53","44"
"","text","","","","","",""
"2024-03-14T03:22:37.000Z","text","#HTX on ! 🔴🔵📢 New Listing

@HTX_DAO $HTX Gets Listed on #KuCoin! 

💎Pair: HTX/USDT
💎Deposit: now open (network: TRON)
💎Trading: 09:00 on March 14, 2024 (UTC)","","","279","71","41"
"2024-03-14T02:21:33.000Z","text","Live now. 🔴🔵TRON Network Integrated With Token Terminal @trondao  https://news.bitcoin.com/tron-network-integrated-with-token-terminal/…","","","245","46","48"
"2024-03-14T02:21:04.000Z","image","#USDT and #TRX expansion! 🚀🔴🔵We're bringing you $USDT on @trondao!

The largest host of #USDT in #crypto, #TRX enables swift transactions with minimal fees when moving USDT between your Uphold and external #TRON wallet.

🔗 Dive deeper in our blog:

 https://uphold.com/blog/crypto-basics/what-is-tron-network-trx…

$TRX","","https://pbs.twimg.com/media/GIkGYD-WoAAc1Kd?format=jpg&name=medium","362","80","63"
"2024-03-11T18:59:19.000Z","text","Full video:","","","166","43","27"
"2024-03-11T18:59:02.000Z","text","Since its inception,  has rapidly evolved, with payments being just one of its many areas of focus.

6 years later, #TRON has grown to +200M accounts and facilitated ~$11 trillion in volume without any downtime, becoming a vital tool for individuals, families, and…","","","602","109","154"
"2024-03-08T10:23:00.000Z","video","Spent $4.56 million on lunch with . Was it worth it? Everyone’s asking the wrong question. 🤔

Let me break it down for you 👇
","","https://pbs.twimg.com/amplify_video_thumb/1766046687867576320/img/X_hO5WVOfx6mg4_e.jpg","811","176","355"
"2024-03-06T15:42:29.000Z","text","#HTX on 📢 @HTX_DAO $HTX Is Available on BurningDrop! 

✅ Stake $KCS to subscribe
🔥 Burn $KCS to mine more $HTX airdrops
⏰ Subscription period: 9:00:00 on March 6, 2024 to 18:00:00 on March 6, 2024 (UTC)

👀 See details ⬇️","","","439","124","140"
"2024-03-06T08:50:07.000Z","video","Guys, did you know there’s a company called Transsion that shipped 100 MILLION phones to Africa?

That’s quietly outselling some of the big brands we focus on... 👀

Details 👇
","","https://pbs.twimg.com/amplify_video_thumb/1765298684563279872/img/G4D6dVPlvrPKx4FL.jpg","873","180","231"
"2024-03-05T15:19:29.000Z","text","#TRON daily protocol revenue hits new time high with $2 million. #Bitcoin","","","837","125","151"
"2024-03-05T15:09:08.000Z","text","#Bitcoin all time high 👏","","","1.6K","171","174"
"2024-03-05T08:12:08.000Z","text","Big congrats 🥳","","","11","1","4"
"2024-03-05T05:35:08.000Z","image","👀. @trondao Monthly Report - February 2024

Highlights:

- Tron's fees and revenue surged by 7.84% MoM
- Over 129.7M transactions conducted
- Almost 5.3M new unique addresses created
- Tron maintains its lead with the highest daily active users among blockchains

(1/18)","","https://pbs.twimg.com/media/GHlnoGDaoAAYJqw?format=jpg&name=medium","530","94","95"
"2024-03-05T05:06:59.000Z","text","#BTT+AIThe integration of #BTT with AI computing represents a significant forthcoming breakthrough in the blockchain industry. #BitTorrent, with its billion-strong global user base and highly distributed network of nodes, stands at the forefront of this revolution.","","","855","189","127"
"2024-03-05T05:06:31.000Z","text","The BTT and AI computing integration offers an alternative by distributing the computational load across BitTorrent's global network of nodes. This approach not only democratizes access to AI technology by lowering operational costs but also aligns with the core principles of…","","","279","67","23"
"2024-03-05T05:06:03.000Z","text","AI technologies, particularly those involving machine learning and deep learning, require substantial computational power for data processing and model training. Traditionally, this demand has necessitated reliance on centralized cloud computing services, which not only incurs…","","","253","54","18"
"2024-03-05T05:05:21.000Z","text","This synergy not only ensures the computational power necessary for AI technologies but also enhances decentralized support, marking a pivotal moment for the future of blockchain technology.","","","224","68","7"
"2024-03-05T05:05:09.000Z","text","These nodes can earn BTT through computational tasks, aiding AI in achieving content delivery networks (CDN), distributed computing, and other requirements.","","","197","58","3"
"2024-03-05T05:04:53.000Z","text","The integration of #BTT with AI computing represents a significant forthcoming breakthrough in the blockchain industry. #BitTorrent, with its billion-strong global user base and highly distributed network of nodes, stands at the forefront of this revolution.","","","635","166","77"
"2024-03-04T13:19:38.000Z","text","大的来了","","","1.6K","284","965"
"2024-03-04T09:56:47.000Z","text","#BTT soon...Exciting news, the inscription market based on #TRON is about to launch, developed by the @apenftorg #NFT team. Many thanks to our TRON developers, and welcome all developers to develop in the TRON ecosystem. #TRX 🔴🔵 🚀","","","790","148","165"
"2024-03-04T09:43:51.000Z","text","Exciting news, the inscription market based on #TRON is about to launch, developed by the  #NFT team. Many thanks to our TRON developers, and welcome all developers to develop in the TRON ecosystem. #TRX 🔴🔵 🚀","","","814","208","211"
"2024-03-04T05:12:51.000Z","text","What's next for #TRX and #HTX? Meme coin, AI and GPT computing, gaming finance, or Bitcoin layer 2? 🔴🔵","","","1.1K","282","569"
"2024-03-04T04:34:26.000Z","video","I dug through my old photos and found one from TEN YEARS AGO.  Can you believe the changes? 🤣

😎👇
","","https://pbs.twimg.com/amplify_video_thumb/1764509624362008576/img/sWtw-0bjOeDONjTH.jpg","457","68","160"
"2024-03-03T10:52:25.000Z","text","Lol","","","4","","3"
"2024-03-02T13:08:58.000Z","image","交易挖矿+Restaking#HTXDAO 本周周报，请人民检阅～","","https://pbs.twimg.com/media/GHqj-w-aQAAwWcs?format=jpg&name=small,https://pbs.twimg.com/media/GHqj-w9bkAAeYv7?format=jpg&name=small,https://pbs.twimg.com/media/GHqj-w7bkAA5gT5?format=jpg&name=small,https://pbs.twimg.com/media/GHqj-w_aYAAOd3L?format=jpg&name=small","482","146","206"
"2024-02-29T12:03:11.000Z","text","TRON Protocol Daily Revenue Reaches All-Time High AGAIN. #TRX","","","726","121","287"
"2024-02-29T11:11:29.000Z","text","Does anyone know Taylor Swift? I heard she now lives next door, and I really want to meet her. 😭","","","1.3K","128","367"
"2024-02-29T08:40:39.000Z","text","#HTX 🔴🔵 on  ","","","612","67","557"
"2024-02-29T08:00:44.000Z","text","#HTX 🇮🇳⚡️ HTX/INR trading is live on WazirX ⚡️

You can now buy, sell, and trade $HTX in the INR market of WazirX! @HTX_DAO

Repost & spread the word 🙌

https://wazirx.com/blog/htx-inr-trading…","","","334","60","58"
"2024-02-29T04:45:25.000Z","video","So...an AI made this video of me dancing to the “KeMuSan” trend. Let’s just say...it’s the funniest thing you’ll see all day 😂 I have to share it with you guys!

🤣👇
","","https://pbs.twimg.com/amplify_video_thumb/1763062820118433792/img/G04aPWIgb_70P-dw.jpg","689","98","137"
"2024-02-29T03:50:58.000Z","image","Slowly but surely!There are more than 95 million TRON network addresses! Quite an impressive number, considering other layer 1 networks like Cardano and Avalanche have fewer than 10 million addresses. The consistent growth in addresses highlights the growth @trondao is fostering.","","https://pbs.twimg.com/media/GHajYSdXwAA3BQy?format=jpg&name=medium","402","69","102"
"2024-02-28T13:33:12.000Z","image","60k #BTC","","https://pbs.twimg.com/media/GHbXkZgakAAfcIx?format=jpg&name=large","1.6K","217","218"
"2024-02-28T10:00:57.000Z","text","#BTC","","","1K","155","272"
"2024-02-27T15:11:16.000Z","text","有黑子居然黑我不用火币🤣","","","40","1","20"
"2024-02-27T15:00:41.000Z","text","Personally, I use almost all main exchanges and am a supporter of those exchanges. However, if someone says I seldom use , that would be inaccurate. I am a heavy user of HTX. My personal use of HTX is the same as all HTX users, believing and trading.","","","538","62","75"
"2024-02-27T14:53:24.000Z","image","My personal HTX account balance (just for those who are saying I'm not using HTX much) ","","https://pbs.twimg.com/media/GHWf3hMW4AEIFhs?format=jpg&name=large","4K","974","1.1K"
"2024-02-27T14:23:30.000Z","text","TRON Protocol Daily Revenue Reaches All-Time High. #TRX","","","760","128","81"
"2024-02-27T12:31:27.000Z","text","TRX ETF?","","","1.2K","209","385"
"2024-02-27T09:30:26.000Z","image","Taking baby steps to support Bitcoin's layer 2 solutions on #TRON. #BitcoinMerlin Chain <> Tron Network
We’re proud to announce that Merlin Chain has formed a strategic partnership with @trondao, to expand Bitcoin interoperability, utilities and financial accessibility.
Tron stands as the leading blockchain globally with over 210+ million users, 7+…","","https://pbs.twimg.com/media/GHU9wOabkAAwcpg?format=jpg&name=medium","592","113","138"
"2024-02-27T09:25:12.000Z","text","Trivia: Warren Buffett owns a Bitcoin. #Bitcoin","","","1K","130","218"
"2024-02-26T10:08:22.000Z","video","Need a productivity boost? Watch this, then remember: deadlines, no phone before bed, power up for tomorrow! 💪Dive in here 👇
","","https://pbs.twimg.com/ext_tw_video_thumb/1762056730962456576/pu/img/0xp-MRiJmQsH3NTe.jpg","550","97","152"
"2024-02-25T03:35:02.000Z","image","Excited to see this collaboration 🤩

 +  partnership offers liquidity rewards and $SUN tokens for $HTX holders. 💰

Participate in the HTX/TRX liquidity pool and be a part of TRON’s growth! 🔥📢Announcement on @defi_sunio and @HTX_DAO reaching an Official Strategic Partnership

To support the establishment of HTX DAO, SUN and HTX DAO are working together to empower users and provide support to the #HTX/ #TRX liquidity sponsorship initiative

Meanwhile,…","","https://pbs.twimg.com/media/GHJo-nUaAAAspCg?format=jpg&name=medium","320","62","88"
"2024-02-23T17:53:32.000Z","text","1 B #USDT on #TRON. 🚀💵 💵 💵 💵 💵 💵 💵 💵 💵 💵  1,000,000,000 #USDT (999,881,000 USD) minted at Tether Treasury

https://whale-alert.io/transaction/tron/6cce1fd50aaca823756a494758780845c4bcb89b52ab0d89930ae6a13a53edaf…","","","678","113","125"
"2024-02-23T16:24:30.000Z","text","哈哈哈哈","","","3","","1"
"2024-02-23T05:49:32.000Z","video","The tech world moves at lightning speed! How do you all cope with the constant change?

👀👇
","","https://pbs.twimg.com/amplify_video_thumb/1760904571327799296/img/8QSF8HsGNs50rZA0.jpg","558","100","195"
"2024-02-22T12:56:12.000Z","text","在接下来的几小时内，您可能会注意到我们的钱包中发生了大额转账。请注意，这只是为了更换托管钱包。这并不意味着地址发生任何买卖行为，对于市场将不会有任何影响。","","","68","16","6"
"2024-02-22T12:55:44.000Z","text","You may notice big transactions happened in our wallet in the next few hours. Be aware it is only for changing the custody wallet ONLY. This does not imply any buying or selling activities are taking place with the address, and it will not have any impact on the market.","","","477","93","94"
"2024-02-22T08:54:26.000Z","image",". on ! 🔴🔵Congratulations to @HTX_DAO for being listed on @bitgetglobal! 

In under a week, #BitgetWallet's joint campaign with HTX DAO will go live! 

Download Bitget Wallet now to participate in the event and stay tuned: https://bitgetwallet.onelink.me/6Vx1/9s5n0pk2","","https://pbs.twimg.com/media/GG7bX2_bsAA6eGH?format=jpg&name=medium","146","27","42"
"2024-02-22T04:54:54.000Z","image","No.7 on  as well! 🔴🔵 .@HTX_Global is back to Top 10 exchange list on @coingecko 😊","","https://pbs.twimg.com/media/GG6nZGoXMAAxsDh?format=jpg&name=large,https://pbs.twimg.com/media/GG6mx6NW0AAC4fH?format=jpg&name=small","221","44","43"
"2024-02-22T04:53:55.000Z","image","No.7 on  as well! 🔴🔵","","https://pbs.twimg.com/media/GG6nKoPXcAAIcOn?format=jpg&name=large","68","18","13"
"2024-02-22T04:52:13.000Z","image",". is back to Top 10 exchange list on  😊","","https://pbs.twimg.com/media/GG6mx6NW0AAC4fH?format=jpg&name=large","596","143","235"
"2024-02-21T16:34:15.000Z","text","#USDD 👀#CMCResearch: A deep dive into #USDD, a decentralized stablecoin aiming to offer crypto stability 🔎

https://coinmarketcap.com/academy/article/deep-dive-on-usdd-decentralized-usd-stablecoin…

Launched by TRON DAO Reserve, USDD is multi-chain, fast, and over-collateralized, promising users a digital currency that's both reliable and widely…","","","179","35","51"
"2024-02-21T16:29:21.000Z","text","hahaha","","","1","","1"
"2024-02-21T16:18:11.000Z","text","必须日更想看看大家的看法

我该日更 $HTX 共识日记呢，还是两日更？或者随机更新？

黄昏见证最虔诚的信徒，在一系列动作下来以后， $HTX 已经走出了一片质疑声，低谷的时候没人敢奶我来奶。

很欣慰家人们的评价，不少家人们私信说看了我的推文买了 $HTX ，#HTX  的小伙伴也经常鼓励我，一起Build！","","","104","19","40"
"2024-02-21T16:17:53.000Z","image","This is not surprising to me.Year-to-date #TRON is outperforming every crypto in the top 20 on Coinmarketcap! This is going to be a big year for #TRX and #Crypto in general! The real fun is just getting started 🚀","","https://pbs.twimg.com/media/GG34If6WMAA5XcF?format=jpg&name=medium","308","58","81"
"2024-02-21T15:54:30.000Z","text","TRX is now worth more than 1 RMB🇨🇳. This is not surprising to me. Ultimately, there are 8 billion people on Earth. Each person can only have less than 100 #TRX. Do the math.🔴🔵👀","","","583","129","133"
"2024-02-21T07:36:46.000Z","image","👀今天是我共识 $HTX 的第20天

今天是 $HTX 家人准备开始扬眉吐气的日子，从我上一篇日记到现在， $HTX 涨幅5%，当然这只是个开始。我总结一下最近的大事。

1/ $HTX 已经在2.19…","","https://pbs.twimg.com/media/GGwT-y3bkAA1V-X?format=jpg&name=medium","164","17","58"
"2024-02-21T04:16:07.000Z","text","A decentralized world needs decentralized money, and we continue to move forward. Let's go! 🚀💪","","","106","16","15"
"2024-02-21T04:15:49.000Z","text","We respect and support each developer's development decisions and hope to encourage them to develop on TRON. Ultimately, TRON's vision is to become the largest and most prosperous decentralized financial protocol in the world.","","","103","9","10"
"2024-02-21T04:15:40.000Z","text","TRON is a decentralized blockchain protocol, similar to Bitcoin and Ethereum. The community of developers for TRON maintains the network's normal operations through consensus and distributed node consensus.","","","618","99","125"
"2024-02-20T14:03:37.000Z","text","#HTX 🇮🇳 HTX deposits are live 🚀

You can now deposit $HTX on WazirX. $HTX will be listed on WazirX tomorrow! @HTX_DAO

Repost & spread the word 🙌

#HTXonWazirX","","","183","28","55"
"2024-02-20T11:51:59.000Z","text","Can't be evil.","","","402","48","163"
"2024-02-20T06:58:56.000Z","video"," just dropped Sora – a language model with insane power. This could be huge...or seriously dangerous.

Check out this breakdown of the risks and potential 👇
","","https://pbs.twimg.com/amplify_video_thumb/1759834895705341952/img/zJoOgVdE9HgH2hQq.jpg","178","44","66"
"2024-02-20T05:12:35.000Z","video","👀","","https://pbs.twimg.com/ext_tw_video_thumb/1757473489576148992/pu/img/5xEZ614XAcYc_VpE.jpg","280","31","68"
"2024-02-19T11:16:17.000Z","image",". is now on ! #HTX🌟 Breaking News: The $HTX Token Splash is Here! 🚀

#Bybit is soon launching the $HTX token with a generous prize pool of 300,000 USDT on #BybitSpot with @HTX_DAO.

Stay with us for the latest updates!

#TheCryptoArk #BybitListing","","https://pbs.twimg.com/media/GGnUnMBWEAAxhDK?format=png&name=medium","207","30","57"
"2024-02-16T16:16:05.000Z","video","#BTT 👀$BTT, the eponymous token of @BitTorrent, the peer-to-peer filesharing platform owned by @TronDAO, surged over 12% as the Tron network works through another burn of its $TRX token. 

Watch "Chart of the Day" presented by @cryptocom: https://coindesk.com/video/why-bittorrents-btt-token-reacts-to-tron-news/?term=organic&utm_campaign=CoinDesk&utm_content=coindesk+tv%2CFirst+Mover%2CChartSponsor%2CCrypto.com%2Ceditorial&utm_medium=social&utm_source=twitter…","","https://pbs.twimg.com/media/GGa-UjUW4AAV20o.jpg","476","99","110"
"2024-02-16T16:13:23.000Z","image","GM😜☕️ GM #TRONICS FAM!!! 🌞 

📈 We reached a new high 📈

Looking forward to the upcoming #Tron #Bitcoin Layer 2 solutions!!! @trondao @justinsuntron @TronixTrx","","https://pbs.twimg.com/media/GGb0HRCagAAYlGg?format=jpg&name=medium","396","63","97"
"2024-02-16T16:12:28.000Z","image","#TRX leading the pack! 🚀🔴🔵With 1.3M daily active users, @trondao continues to lead the pack, leaving others behind","","https://pbs.twimg.com/media/GGc8tvtboAAxhu1?format=jpg&name=medium","374","72","55"
"2024-02-15T11:07:38.000Z","text","#TRONNetwork backs #Bitcoin Layer 2! Expect lightning-fast transactions & lower fees.  Building bridges, fueling innovation with #TRON and #BTTC. This is how we create a stronger, more connected blockchain future with #Bitcoin leading the way. 😎As #TRONNetwork continues to innovate in the blockchain space, we’re excited to show our support for #Bitcoin Layer 2 solutions! This commitment opens doors to improved scalability, speed, and interoperability across the board.

#TRONICS, let’s shape this journey together! 💪","","","512","117","84"
"2024-02-15T08:03:57.000Z","text","#TRON 宣布其比特币二层解决方案及路线图

今天对于 #TRON 来说是一个重大的日子。

让我们再次让 #比特币 充满乐趣！

作为全球最大稳定币市场（拥有550亿美元）和去中心化金融总锁定价值（TVL）为220亿美元的协议，TRON…","","","118","43","51"
"2024-02-15T07:51:37.000Z","text","Let's make #Bitcoin fun again! #Bitcoin and #TRON Power the Future Together!As #TRONNetwork continues to innovate in the blockchain space, we’re excited to show our support for #Bitcoin Layer 2 solutions! This commitment opens doors to improved scalability, speed, and interoperability across the board.

#TRONICS, let’s shape this journey together! 💪","","","382","67","62"
"2024-02-15T07:45:45.000Z","text","#TRON Announces Its Bitcoin Layer 2 Solution and Road Map

Today is a significant day for #TRON.

Let's make #Bitcoin fun again!

As the protocol behind the world's largest stablecoin market, boasting $55 billion, and the decentralized finance Total Value Locked (TVL) of $22…","","","1.9K","650","734"
"2024-02-13T12:58:01.000Z","text","教孙哥做事系列：如何把波场U用户导到交易所 🥹","","","375","53","303"
"2024-02-13T09:33:35.000Z","image","#Bitcoin 50,000 USD again! 🥳庆贺 #Bitcoin 突破5万
福利再加码🎉瓜分 #200U新春红包

🧧关注 @HuobiGlobal  @HTX_Global 官推✅
🤩评论这波行情你最看好的币种 ➕tag 2好友
📮点赞❤️➕转发 

📅2.21抽10*20U 新春红包🧧
冲鸭！这波行情能不能赢麻了就看评论区了🤩🤩🤩","","https://pbs.twimg.com/media/GGNHF1KbEAALKS3?format=jpg&name=medium","282","41","135"
"2024-02-13T07:34:18.000Z","text","Which one?👀Which is more in your portfolio, #BTT or #TRX  ? 👀","","","264","49","143"
"2024-02-13T06:58:43.000Z","image","🤯Impressive development of #TRX 
A plus of over 93% in one year🤯 facts and numbers don't lie👀","","https://pbs.twimg.com/media/GGH9fEWWIAEj2Jt?format=jpg&name=medium","267","50","55"
"2024-02-13T04:20:31.000Z","text","#TRX.@trondao is making transactions faster and cheaper by tweaking some settings. 🚀 Want to know how? Check out our latest research report! 
https://research.cointelegraph.com/reports/trons-journey-the-evolution-of-a-blockchain-pioneer…","","","276","53","57"
"2024-02-12T23:26:17.000Z","image","2024 will be an exciting year for  and the larger #crypto / #blockchain space.  💪

Who else is excited? Tune in below 👇Miguel Morel X Justin Sun - Fireside Chat

Our CEO @RealMiguelMorel and TRON Founder @justinsuntron recently sat down for a fireside chat with @BSCNews Chief Editor @angrylogician to discuss their visions for 2024.

Check out the video here:

https://youtu.be/RqhK7xoodJU","","https://pbs.twimg.com/media/GF48gx0X0AADSzq?format=jpg&name=medium","318","75","157"
"2024-02-12T06:35:46.000Z","image","#Bitcoin ?Just like we drew it up.","","https://pbs.twimg.com/media/GGG4YlpWoAAgZ08?format=jpg&name=medium","928","132","188"
"2024-02-10T16:21:52.000Z","text","All burned list can be check here:","","","58","12","12"
"2024-02-10T16:21:15.000Z","text","Burned transaction4:","","","55","13","8"
"2024-02-10T16:20:45.000Z","text","Burned transaction3:","","","33","10","3"
"2024-02-10T16:20:18.000Z","text","Burned transaction2:","","","28","14","2"
"2024-02-10T16:19:23.000Z","text","Burned transaction1:","","","26","12","2"
"2024-02-10T16:18:27.000Z","text","团队持有的HT已经全部销毁，HT正式成为了一个没有实际控制人的meme代币，所有剩余的HT都是市场上的流通代币。","","","29","9","4"
"2024-02-10T16:18:13.000Z","text","在接下来的几周内，将继续销毁1000万至1500万HT，价值2000万至3000万美元。这轮销毁之后，HT的总量将仅剩9500万枚。在过去的一个月里，已累计销毁了8664万枚HT，包括团队持有及市场中用户兑换的HTX，总价值达到2.6亿美元。","","","36","12","10"
"2024-02-10T16:17:35.000Z","text","The HT held by the team has been completely burned and #HT has officially become a meme coin without any actual controllers, with all remaining HT being market circulation tokens.","","","37","6","7"
"2024-02-10T16:16:56.000Z","text","In the coming weeks, 10 to 15 million HT will continue to be burned, valued at $30 million. Only 95 million HT will remain. Over the past month, a total of 86.64 million HT has been burned, including HT held by teams and the users exchanged for HTX, valued at $260 million USD.","","","303","38","78"
"2024-02-10T15:53:32.000Z","text","#JST in 🇹🇷📢  Just ( $JST) , Bitci TRY Market ve USDT Market'te listeleniyor! 🥳

👉 Yatırma: 11 Şubat / 14.00
👉 Listeleme: 11 Şubat / 16.00 
👉 Çekme: 12 Şubat / 16.00

#Bitci @DeFi_JUST #JST","","","224","32","42"
"2024-02-10T15:17:48.000Z","image","lucky number 🔴🔵Got a straight on #TRON","","https://pbs.twimg.com/media/GF_CcMxXcAAX_Qs?format=png&name=360x360","307","31","70"
"2024-02-10T15:17:01.000Z","text","5 million HT has been burned, with a market value of 10 million USD. After the burn, only 105 million HT will remain. #HT","","","182","31","46"
"2024-02-10T14:25:41.000Z","text","20 million HT ($50 million) has been burned. It is expected that an additional 20 million HT will be burned soon, with a market value of 50 million USD. After the burn, only 110 million HT will remain. #HT","","","190","22","53"
"2024-02-10T14:24:20.000Z","image","🔴🔵 #TRXDid you know @trondao has boldly seized nearly 10% of the total value locked (TVL) in the DeFi space? But the burning question remains: Is this a game-changer? https://research.cointelegraph.com/reports/trons-journey-the-evolution-of-a-blockchain-pioneer…","","https://pbs.twimg.com/media/GF-xH--WAAAeQWS?format=jpg&name=medium","330","54","70"
"2024-02-10T07:43:58.000Z","text","😂😂😂","","","10","1","5"
"2024-02-10T07:42:36.000Z","text","There will be several more HT burns in the future, totaling a value of tens of millions to one hundred million dollars depending on the price. After these burns, HT will become a meme token with no actual control by anyone. The total supply will decrease to tens of millions. #HT","","","248","40","94"
"2024-02-10T07:39:06.000Z","text","It is expected that an additional 20 million HT will be burned soon, with a market value of 50 million USD. After the burn, only 110 million HT will remain. #HT","","","216","39","77"
"2024-02-09T17:56:59.000Z","text","Phone off too!","","","102","15","25"
"2024-02-09T17:55:31.000Z","text","I plan to take a day off tomorrow, which will be the first time in twelve years since I started my business that I intend to rest for a whole day. After all, it is the first day of Chinese New Year, and it also falls on a Saturday. 😂","","","961","88","278"
"2024-02-09T17:45:04.000Z","text","好好休息！注意身体！ 👍","","","3","","1"
"2024-02-09T17:43:58.000Z","text","😆let's go!","","","330","94","48"
"2024-02-09T15:37:18.000Z","text","#SUN in 🇹🇷📢 SUN ( $SUN) , Bitci TRY Market ve USDT Market'te listeleniyor! 🥳

👉 Yatırma: 10 Şubat / 16.00
👉 Listeleme: 10 Şubat / 16.00 
👉 Çekme: 11 Şubat / 16.00

#Bitci @defi_sunio #SUN","","","254","37","66"
